time;x;y;z;gforce
2,6980;-0,0000;0,1201;1,0527;1,060
2,7030;-0,0120;0,1081;1,0407;1,046
2,7130;-0,0120;0,1201;1,0527;1,060
2,7230;-0,0160;0,1201;1,0447;1,052
2,7480;-0,0120;0,1281;1,0487;1,057
2,7490;-0,0080;0,1121;1,0487;1,055
2,7540;-0,0040;0,1081;1,0487;1,054
2,7670;-0,0000;0,1121;1,0527;1,059
2,7810;-0,0080;0,1121;1,0487;1,055
2,7830;-0,0040;0,1201;1,0487;1,056
2,7930;-0,0080;0,1081;1,0567;1,062
2,8030;-0,0120;0,1121;1,0527;1,059
2,8140;-0,0120;0,1201;1,0447;1,052
2,8400;-0,0040;0,1081;1,0447;1,050
2,8430;-0,0000;0,1201;1,0487;1,056
2,8440;-0,0080;0,1201;1,0567;1,064
2,8530;0,0040;0,1161;1,0527;1,059
2,8760;-0,0000;0,1161;1,0647;1,071
2,8770;-0,0040;0,1201;1,0727;1,079
2,8830;-0,0080;0,1161;1,0687;1,075
2,8940;-0,0080;0,1201;1,0847;1,091
2,9030;-0,0160;0,1161;1,0807;1,087
2,9130;-0,0120;0,1121;1,0607;1,067
2,9260;-0,0160;0,0961;1,0607;1,065
2,9330;-0,0160;0,1041;1,0567;1,062
2,9430;-0,0160;0,0961;1,0487;1,053
2,9530;-0,0080;0,1161;1,0327;1,039
2,9720;-0,0120;0,1161;1,0447;1,051
2,9740;-0,0120;0,1161;1,0647;1,071
3,0060;-0,0120;0,1001;1,0527;1,058
3,0070;-0,0080;0,1041;1,0567;1,062
3,0090;-0,0240;0,1001;1,0487;1,054
3,0130;-0,0200;0,1161;1,0247;1,031
3,0240;-0,0160;0,1241;1,0407;1,048
3,0330;-0,0080;0,1201;1,0367;1,044
3,0430;-0,0040;0,1281;1,0327;1,041
3,0530;-0,0080;0,1161;1,0327;1,039
3,0740;-0,0120;0,1201;1,0567;1,064
3,0750;0,0040;0,1081;1,0527;1,058
3,0990;0,0040;0,0881;1,0687;1,072
3,1010;0,0040;0,0921;1,0727;1,077
3,1100;0,0080;0,0961;1,0607;1,065
3,1130;0,0080;0,0921;1,0687;1,073
3,1250;-0,0040;0,1001;1,0567;1,061
3,1330;0,0040;0,1041;1,0527;1,058
3,1430;-0,0000;0,1081;1,0727;1,078
3,1530;-0,0000;0,1121;1,0527;1,059
3,1730;0,0040;0,1081;1,0607;1,066
3,1740;-0,0000;0,1121;1,0567;1,063
3,1830;0,0040;0,1041;1,0567;1,062
3,2050;-0,0040;0,1041;1,0487;1,054
3,2060;-0,0000;0,1081;1,0447;1,050
3,2180;0,0040;0,1081;1,0407;1,046
3,2260;0,0040;0,1001;1,0487;1,053
3,2330;0,0040;0,0961;1,0447;1,049
3,2430;0,0040;0,1041;1,0527;1,058
3,2530;-0,0000;0,0961;1,0607;1,065
3,2730;-0,0000;0,0921;1,0607;1,065
3,2830;-0,0040;0,1041;1,0687;1,074
3,3000;-0,0080;0,1041;1,0687;1,074
3,3030;-0,0120;0,1041;1,0687;1,074
3,3140;-0,0000;0,1041;1,0607;1,066
3,3250;0,0080;0,1041;1,0607;1,066
3,3330;0,0040;0,1041;1,0567;1,062
3,3430;0,0080;0,1041;1,0567;1,062
3,3530;0,0080;0,1081;1,0647;1,070
3,3750;0,0080;0,1161;1,0567;1,063
3,3760;-0,0040;0,1081;1,0567;1,062
3,4040;0,0080;0,1081;1,0567;1,062
3,4050;-0,0000;0,1161;1,0567;1,063
3,4060;-0,0040;0,1121;1,0687;1,075
3,4130;-0,0040;0,1121;1,0607;1,067
3,4270;-0,0160;0,1161;1,0647;1,071
3,4330;-0,0160;0,1201;1,0647;1,072
3,4430;-0,0160;0,1121;1,0607;1,067
3,4530;-0,0200;0,1081;1,0607;1,066
3,4820;-0,0160;0,1081;1,0607;1,066
3,4830;-0,0160;0,1161;1,0607;1,067
3,4850;-0,0120;0,1121;1,0607;1,067
3,5030;-0,0120;0,1121;1,0767;1,083
3,5050;-0,0080;0,1001;1,0607;1,065
3,5160;-0,0000;0,1081;1,0607;1,066
3,5260;-0,0080;0,1081;1,0607;1,066
3,5430;-0,0040;0,1041;1,0567;1,062
3,5530;-0,0000;0,1081;1,0567;1,062
3,5870;-0,0080;0,1041;1,0647;1,070
3,5880;-0,0080;0,1041;1,0567;1,062
3,5960;-0,0120;0,1041;1,0567;1,062
3,5970;-0,0080;0,1081;1,0447;1,050
3,6030;-0,0160;0,1081;1,0487;1,054
3,6130;-0,0120;0,1121;1,0567;1,063
3,6250;-0,0000;0,1001;1,0567;1,061
3,6330;-0,0080;0,1041;1,0647;1,070
3,6440;-0,0080;0,1081;1,0647;1,070
3,6530;-0,0080;0,1041;1,0447;1,050
3,6690;-0,0120;0,1041;1,0447;1,050
3,6790;-0,0040;0,1041;1,0567;1,062
3,7040;-0,0080;0,1001;1,0567;1,061
3,7050;-0,0160;0,1161;1,0487;1,055
3,7070;-0,0120;0,1121;1,0527;1,059
3,7170;-0,0080;0,1081;1,0567;1,062
3,7250;-0,0160;0,1121;1,0647;1,071
3,7330;-0,0040;0,1121;1,0567;1,063
3,7430;-0,0080;0,1081;1,0607;1,066
3,7530;-0,0000;0,1121;1,0527;1,059
3,7730;-0,0080;0,1121;1,0607;1,067
3,7750;-0,0080;0,1161;1,0607;1,067
3,8060;-0,0000;0,1081;1,0727;1,078
3,8070;0,0040;0,1001;1,0687;1,073
3,8090;-0,0040;0,1081;1,0767;1,082
3,8130;-0,0000;0,1041;1,0687;1,074
3,8260;-0,0000;0,1081;1,0727;1,078
3,8330;-0,0000;0,1161;1,0647;1,071
3,8430;0,0040;0,1001;1,0527;1,057
3,8530;-0,0080;0,1041;1,0567;1,062
3,8690;-0,0080;0,1081;1,0527;1,058
3,8850;-0,0040;0,1081;1,0567;1,062
3,8860;-0,0120;0,1121;1,0647;1,071
3,8970;-0,0080;0,1081;1,0527;1,058
3,9030;-0,0120;0,1121;1,0607;1,067
3,9130;-0,0200;0,1121;1,0567;1,063
3,9260;-0,0080;0,1121;1,0527;1,059
3,9330;-0,0160;0,1161;1,0607;1,067
3,9430;-0,0080;0,1081;1,0687;1,074
3,9530;-0,0040;0,1041;1,0607;1,066
3,9860;-0,0080;0,1041;1,0447;1,050
3,9870;-0,0040;0,1041;1,0607;1,066
3,9950;-0,0120;0,1121;1,0607;1,067
3,9960;-0,0080;0,1041;1,0487;1,054
4,0080;-0,0000;0,1001;1,0447;1,049
4,0130;-0,0040;0,1081;1,0487;1,054
4,0250;-0,0080;0,1041;1,0487;1,054
4,0330;-0,0080;0,1041;1,0527;1,058
4,0430;-0,0040;0,0961;1,0567;1,061
4,0530;-0,0040;0,1001;1,0487;1,053
4,0680;-0,0080;0,1041;1,0647;1,070
4,0870;-0,0160;0,1001;1,0647;1,070
4,0880;-0,0080;0,1081;1,0527;1,058
4,1000;-0,0040;0,1001;1,0647;1,069
4,1200;-0,0080;0,1041;1,0607;1,066
4,1240;-0,0080;0,1081;1,0487;1,054
4,1250;-0,0080;0,1121;1,0527;1,059
4,1330;-0,0120;0,1041;1,0527;1,058
4,1540;-0,0080;0,1041;1,0487;1,054
4,1550;-0,0080;0,1201;1,0447;1,052
4,1870;-0,0040;0,1161;1,0447;1,051
4,1880;-0,0080;0,1081;1,0527;1,058
4,1890;-0,0040;0,1121;1,0567;1,063
4,2010;-0,0080;0,1041;1,0687;1,074
4,2030;-0,0080;0,1041;1,0567;1,062
4,2130;-0,0120;0,1081;1,0527;1,058
4,2260;-0,0120;0,1161;1,0567;1,063
4,2330;-0,0080;0,1121;1,0527;1,059
4,2430;-0,0120;0,1041;1,0527;1,058
4,2530;-0,0120;0,1001;1,0567;1,062
4,2800;0,0080;0,0961;1,0487;1,053
4,2810;-0,0000;0,1041;1,0687;1,074
4,2900;-0,0040;0,1121;1,0767;1,083
4,2990;-0,0080;0,1081;1,0567;1,062
4,3030;-0,0040;0,1081;1,0527;1,058
4,3140;-0,0040;0,1081;1,0447;1,050
4,3250;-0,0120;0,1121;1,0527;1,059
4,3330;-0,0080;0,1041;1,0447;1,050
4,3430;-0,0040;0,1001;1,0487;1,053
4,3530;-0,0040;0,1001;1,0607;1,065
4,3690;-0,0080;0,1041;1,0567;1,062
4,3790;-0,0080;0,1041;1,0607;1,066
4,4020;-0,0160;0,1121;1,0607;1,067
4,4030;-0,0200;0,1041;1,0567;1,062
4,4050;-0,0200;0,1041;1,0767;1,082
4,4140;-0,0040;0,0881;1,0607;1,064
4,4270;-0,0080;0,0921;1,0567;1,061
4,4330;-0,0080;0,1121;1,0687;1,075
4,4430;-0,0080;0,1161;1,0607;1,067
4,4530;-0,0040;0,1121;1,0407;1,047
4,4820;-0,0040;0,1161;1,0727;1,079
4,4840;-0,0000;0,1081;1,0167;1,022
4,4850;-0,0080;0,1241;1,0247;1,032
4,5040;-0,0120;0,1161;1,0527;1,059
4,5180;0,0120;0,0961;1,0567;1,061
4,5270;-0,0000;0,1081;1,0767;1,082
4,5330;-0,0040;0,1001;1,0487;1,053
4,5430;-0,0040;0,0921;1,0607;1,065
4,5530;-0,0000;0,1001;1,0767;1,081
4,5700;-0,0120;0,1201;1,0767;1,083
4,5820;-0,0080;0,1121;1,0567;1,063
4,5840;-0,0120;0,1121;1,0607;1,067
4,6020;-0,0080;0,1001;1,0607;1,065
4,6040;-0,0160;0,1001;1,0567;1,062
4,6160;-0,0160;0,1081;1,0567;1,062
4,6250;-0,0120;0,1041;1,0567;1,062
4,6330;-0,0080;0,1001;1,0607;1,065
4,6430;-0,0120;0,0921;1,0527;1,057
4,6530;-0,0080;0,1041;1,0527;1,058
4,6680;-0,0040;0,1001;1,0487;1,053
4,6820;-0,0000;0,1041;1,0607;1,066
4,6830;0,0040;0,1001;1,0527;1,057
4,6970;0,0040;0,1081;1,0567;1,062
4,7030;0,0080;0,1001;1,0487;1,054
4,7140;0,0080;0,1001;1,0567;1,061
4,7250;0,0080;0,1081;1,0527;1,058
4,7330;-0,0040;0,1041;1,0607;1,066
4,7440;-0,0040;0,1041;1,0687;1,074
4,7530;-0,0160;0,1001;1,0567;1,062
4,7630;-0,0080;0,1001;1,0527;1,057
4,7980;-0,0000;0,1081;1,0607;1,066
4,7990;-0,0120;0,1041;1,0567;1,062
4,8010;-0,0080;0,1001;1,0607;1,065
4,8080;-0,0120;0,1041;1,0647;1,070
4,8200;-0,0160;0,1081;1,0647;1,070
4,8330;-0,0160;0,1041;1,0567;1,062
4,8350;-0,0160;0,1041;1,0607;1,066
4,8430;-0,0160;0,0961;1,0647;1,069
4,8530;-0,0280;0,0961;1,0607;1,065
4,8790;-0,0160;0,1041;1,0647;1,070
4,8810;-0,0200;0,0961;1,0607;1,065
4,8830;-0,0080;0,0961;1,0567;1,061
4,8990;-0,0120;0,0961;1,0567;1,061
4,9030;-0,0120;0,0961;1,0527;1,057
4,9130;-0,0080;0,0961;1,0647;1,069
4,9250;-0,0040;0,1041;1,0607;1,066
4,9330;-0,0160;0,1001;1,0687;1,074
4,9430;-0,0080;0,1001;1,0607;1,065
4,9530;-0,0040;0,1081;1,0487;1,054
4,9810;-0,0120;0,1081;1,0607;1,066
4,9830;0,0040;0,1041;1,0567;1,062
4,9840;0,0040;0,1001;1,0687;1,073
5,0040;-0,0000;0,1001;1,0647;1,069
5,0060;-0,0040;0,1041;1,0567;1,062
5,0170;-0,0120;0,1081;1,0647;1,070
5,0250;-0,0160;0,1041;1,0607;1,066
5,0330;-0,0120;0,0961;1,0487;1,053
5,0430;-0,0160;0,0961;1,0447;1,049
5,0530;-0,0160;0,0921;1,0407;1,045
5,0800;-0,0120;0,0881;1,0407;1,044
5,0840;-0,0120;0,0841;1,0487;1,052
5,0850;-0,0160;0,0921;1,0447;1,049
5,1040;-0,0320;0,0881;1,0447;1,049
5,1050;-0,0200;0,0921;1,0487;1,053
5,1280;-0,0200;0,0881;1,0647;1,069
5,1300;-0,0080;0,0841;1,0647;1,068
5,1370;-0,0080;0,0921;1,0567;1,061
5,1650;-0,0080;0,0921;1,0887;1,093
5,1680;-0,0080;0,0921;1,0767;1,081
5,1690;-0,0000;0,0881;1,0727;1,076
5,1850;-0,0040;0,0921;1,0687;1,073
5,1870;0,0040;0,0921;1,0687;1,073
5,2000;-0,0000;0,1001;1,0527;1,057
5,2030;0,0080;0,1121;1,0647;1,071
5,2190;0,0080;0,1121;1,0527;1,059
5,2230;0,0120;0,1121;1,0607;1,067
5,2330;0,0080;0,1121;1,0687;1,075
5,2430;0,0160;0,1161;1,0527;1,059
5,2530;0,0040;0,1441;1,0367;1,047
5,2770;-0,0240;0,0961;1,0607;1,065
5,2780;-0,0520;-0,0000;1,0487;1,050
5,2850;-0,0040;0,1601;1,0367;1,049
5,2990;0,0320;0,1761;1,0407;1,056
5,3030;-0,0040;0,0921;1,0607;1,065
5,3130;-0,0480;0,0600;1,0647;1,067
5,3240;-0,0600;0,0761;1,0767;1,081
5,3330;-0,0360;0,0841;1,0887;1,093
5,3430;-0,0240;0,0560;1,0727;1,074
5,3530;-0,0360;0,0480;1,0607;1,062
5,3830;-0,0480;0,0560;1,0487;1,051
5,3840;-0,0440;0,0881;1,0407;1,045
5,3850;-0,0200;0,1001;1,0287;1,034
5,4050;-0,0200;0,1081;1,0327;1,039
5,4080;-0,0120;0,1121;1,0247;1,031
5,4170;-0,0040;0,1081;1,0367;1,042
5,4250;-0,0000;0,1081;1,0287;1,034
5,4330;0,0120;0,1041;1,0327;1,038
5,4430;0,0200;0,1041;1,0167;1,022
