time;x;y;z;gforce
1,2880;0,0080;0,1081;1,0607;1,066
1,2910;-0,0000;0,1121;1,0527;1,059
1,2950;0,0080;0,1121;1,0527;1,059
1,3090;0,0080;0,1081;1,0567;1,062
1,3160;0,0040;0,1121;1,0567;1,063
1,3260;0,0080;0,1041;1,0567;1,062
1,3350;0,0120;0,1041;1,0607;1,066
1,3550;0,0120;0,1161;1,0607;1,067
1,3570;0,0160;0,1041;1,0527;1,058
1,3660;0,0120;0,1081;1,0607;1,066
1,3820;0,0080;0,1081;1,0527;1,058
1,3850;-0,0000;0,1001;1,0487;1,053
1,3960;-0,0000;0,1041;1,0447;1,050
1,4090;0,0040;0,1081;1,0527;1,058
1,4150;0,0120;0,1081;1,0607;1,066
1,4260;0,0120;0,1001;1,0527;1,058
1,4740;0,0080;0,1041;1,0647;1,070
1,4760;0,0040;0,1041;1,0487;1,054
1,4770;-0,0000;0,1001;1,0607;1,065
1,4780;0,0080;0,1121;1,0447;1,051
1,4790;-0,0000;0,1081;1,0487;1,054
1,4860;-0,0040;0,1121;1,0487;1,055
1,5020;0,0040;0,1081;1,0487;1,054
1,5070;-0,0000;0,1001;1,0647;1,069
1,5190;0,0040;0,1041;1,0647;1,070
1,5340;0,0080;0,1081;1,0687;1,074
1,5500;0,0080;0,1041;1,0527;1,058
1,5650;0,0120;0,1041;1,0567;1,062
1,5670;-0,0000;0,1001;1,0647;1,069
1,5770;0,0080;0,1041;1,0607;1,066
1,5850;0,0080;0,1081;1,0367;1,042
1,5990;0,0080;0,1001;1,0447;1,050
1,6090;0,0040;0,1121;1,0527;1,059
1,6150;0,0040;0,1081;1,0607;1,066
1,6500;-0,0000;0,1081;1,0607;1,066
1,6520;0,0080;0,1121;1,0527;1,059
1,6530;-0,0040;0,1081;1,0647;1,070
1,6630;0,0040;0,1001;1,0607;1,065
1,6660;-0,0000;0,1041;1,0527;1,058
1,6760;-0,0000;0,1081;1,0487;1,054
1,6850;-0,0040;0,1121;1,0567;1,063
1,6950;-0,0000;0,1121;1,0367;1,043
1,7080;-0,0000;0,1081;1,0447;1,050
1,7150;0,0040;0,1081;1,0447;1,050
1,7250;0,0080;0,1041;1,0367;1,042
1,7350;-0,0000;0,1121;1,0487;1,055
1,7510;0,0040;0,1081;1,0567;1,062
1,7700;-0,0040;0,1121;1,0727;1,079
1,7710;0,0040;0,1161;1,0687;1,075
1,7820;-0,0040;0,1121;1,0607;1,067
1,7850;-0,0040;0,1201;1,0687;1,075
1,7950;-0,0040;0,1201;1,0647;1,071
1,8090;-0,0080;0,1161;1,0567;1,063
1,8150;-0,0000;0,1161;1,0567;1,063
1,8250;-0,0040;0,1201;1,0487;1,056
1,8350;-0,0040;0,1201;1,0447;1,052
1,8560;-0,0040;0,1121;1,0607;1,067
1,8580;0,0040;0,1001;1,0567;1,061
1,8650;-0,0120;0,1081;1,0567;1,062
1,8760;0,0080;0,1081;1,0767;1,082
1,8860;-0,0000;0,1161;1,0647;1,071
1,8960;-0,0000;0,1001;1,0607;1,065
1,9090;-0,0120;0,1121;1,0527;1,059
1,9160;0,0040;0,1121;1,0407;1,047
1,9260;-0,0080;0,1121;1,0447;1,051
1,9370;-0,0000;0,1121;1,0527;1,059
1,9660;-0,0080;0,1201;1,0607;1,068
1,9680;-0,0040;0,1081;1,0647;1,070
1,9690;-0,0080;0,1121;1,0567;1,063
1,9860;-0,0040;0,1161;1,0527;1,059
1,9960;-0,0120;0,1121;1,0607;1,067
2,0080;-0,0120;0,1081;1,0487;1,054
2,0160;-0,0080;0,1161;1,0487;1,055
2,0250;-0,0120;0,1081;1,0487;1,054
2,0350;-0,0120;0,1081;1,0527;1,058
2,0500;-0,0160;0,1041;1,0447;1,050
2,0560;-0,0120;0,1001;1,0607;1,065
2,0680;-0,0080;0,1081;1,0607;1,066
2,0810;-0,0160;0,1121;1,0727;1,079
2,0850;-0,0080;0,1201;1,0647;1,072
2,0950;-0,0000;0,1161;1,0607;1,067
2,1120;-0,0040;0,1121;1,0607;1,067
2,1150;0,0040;0,1081;1,0527;1,058
2,1260;-0,0080;0,1121;1,0607;1,067
2,1350;-0,0040;0,1081;1,0687;1,074
2,1520;0,0040;0,1121;1,0687;1,075
2,1700;-0,0040;0,1041;1,0607;1,066
2,1720;0,0040;0,1081;1,0567;1,062
2,1830;-0,0000;0,1081;1,0447;1,050
2,1850;-0,0040;0,1041;1,0647;1,070
2,1960;-0,0080;0,1081;1,0527;1,058
2,2090;-0,0000;0,1081;1,0527;1,058
2,2150;-0,0040;0,1081;1,0487;1,054
2,2250;-0,0080;0,1161;1,0487;1,055
2,2350;-0,0080;0,1121;1,0607;1,067
2,2570;-0,0080;0,1081;1,0567;1,062
2,2590;-0,0040;0,1041;1,0567;1,062
2,2790;-0,0160;0,1161;1,0487;1,055
2,2820;-0,0080;0,1081;1,0447;1,050
2,2910;-0,0040;0,1161;1,0367;1,043
2,3030;-0,0080;0,1241;1,0567;1,064
2,3050;-0,0120;0,1121;1,0647;1,071
2,3150;-0,0000;0,1161;1,0607;1,067
2,3310;-0,0080;0,1241;1,0727;1,080
2,3350;-0,0080;0,1241;1,0687;1,076
2,3760;-0,0080;0,1201;1,0687;1,075
2,3780;-0,0000;0,1241;1,0487;1,056
2,3790;-0,0080;0,1201;1,0607;1,068
2,3850;-0,0120;0,1081;1,0607;1,066
2,3950;-0,0040;0,1161;1,0647;1,071
2,4060;-0,0080;0,1201;1,0567;1,064
2,4150;-0,0080;0,1161;1,0487;1,055
2,4250;-0,0080;0,1161;1,0567;1,063
2,4350;-0,0040;0,1081;1,0487;1,054
2,4590;-0,0120;0,1161;1,0447;1,051
2,4610;-0,0040;0,1041;1,0567;1,062
2,4890;-0,0080;0,1081;1,0527;1,058
2,4900;-0,0000;0,1041;1,0527;1,058
2,4910;0,0040;0,1121;1,0447;1,051
2,4980;-0,0040;0,1201;1,0487;1,056
2,5080;-0,0000;0,1081;1,0567;1,062
2,5150;0,0040;0,1081;1,0447;1,050
2,5250;0,0040;0,1201;1,0567;1,064
2,5350;-0,0080;0,1121;1,0607;1,067
2,5610;-0,0040;0,1161;1,0687;1,075
2,5640;-0,0040;0,1081;1,0567;1,062
2,5670;-0,0000;0,1041;1,0487;1,054
2,5750;-0,0040;0,1121;1,0527;1,059
2,5850;0,0040;0,1081;1,0487;1,054
2,5950;-0,0040;0,1161;1,0487;1,055
2,6080;-0,0040;0,1081;1,0447;1,050
2,6150;-0,0040;0,1241;1,0647;1,072
2,6250;-0,0080;0,1241;1,0487;1,056
2,6350;-0,0040;0,1121;1,0607;1,067
2,6580;-0,0040;0,1121;1,0647;1,071
2,6590;-0,0040;0,1201;1,0647;1,071
2,6740;-0,0120;0,1161;1,0647;1,071
2,6750;-0,0120;0,1041;1,0567;1,062
2,6860;-0,0080;0,1161;1,0647;1,071
2,6950;-0,0080;0,1201;1,0527;1,060
2,7090;-0,0000;0,1201;1,0527;1,060
2,7150;-0,0080;0,1161;1,0447;1,051
2,7260;-0,0040;0,1161;1,0447;1,051
2,7350;0,0080;0,1201;1,0607;1,068
2,7650;0,0040;0,1081;1,0527;1,058
2,7710;-0,0040;0,1161;1,0647;1,071
2,7720;-0,0040;0,1201;1,0687;1,075
2,7780;-0,0080;0,1161;1,0567;1,063
2,7910;-0,0040;0,1161;1,0407;1,047
2,8160;-0,0080;0,1121;1,0407;1,047
2,8170;-0,0080;0,1081;1,0607;1,066
2,8180;-0,0040;0,1041;1,0647;1,070
2,8270;-0,0120;0,1041;1,0567;1,062
2,8350;-0,0120;0,1041;1,0487;1,054
2,8450;-0,0120;0,1161;1,0567;1,063
2,8660;-0,0160;0,1081;1,0447;1,050
2,8670;-0,0080;0,1161;1,0567;1,063
2,8810;-0,0080;0,1161;1,0407;1,047
2,8850;-0,0000;0,1081;1,0527;1,058
2,8960;-0,0040;0,1161;1,0607;1,067
2,9090;-0,0080;0,1121;1,0607;1,067
2,9150;-0,0040;0,1081;1,0727;1,078
2,9250;-0,0040;0,1161;1,0567;1,063
2,9350;-0,0000;0,1081;1,0607;1,066
2,9520;0,0040;0,1001;1,0447;1,049
2,9560;0,0040;0,1041;1,0567;1,062
2,9790;0,0040;0,1121;1,0607;1,067
2,9800;0,0080;0,1121;1,0527;1,059
2,9850;-0,0040;0,1081;1,0607;1,066
2,9950;-0,0000;0,1081;1,0527;1,058
3,0070;-0,0000;0,1121;1,0567;1,063
3,0150;-0,0000;0,1201;1,0487;1,056
3,0250;-0,0040;0,1241;1,0487;1,056
3,0350;0,0080;0,1081;1,0447;1,050
3,0510;0,0040;0,1161;1,0487;1,055
3,0560;0,0080;0,1121;1,0527;1,059
3,0670;0,0040;0,1161;1,0607;1,067
3,0790;0,0040;0,1121;1,0447;1,051
3,0850;0,0040;0,1161;1,0487;1,055
3,0950;-0,0120;0,1201;1,0567;1,064
3,1080;0,0040;0,1201;1,0527;1,060
3,1150;-0,0080;0,1121;1,0567;1,063
3,1250;-0,0000;0,1121;1,0647;1,071
3,1350;-0,0080;0,1201;1,0687;1,075
3,1530;-0,0120;0,1121;1,0687;1,075
3,1590;-0,0080;0,1121;1,0847;1,091
3,1700;-0,0080;0,1201;1,0567;1,064
3,1820;-0,0000;0,1041;1,0447;1,050
3,1850;-0,0040;0,1081;1,0767;1,082
3,2060;-0,0040;0,1161;1,0607;1,067
3,2070;-0,0080;0,1161;1,0407;1,047
3,2150;-0,0080;0,1241;1,0407;1,048
3,2250;-0,0000;0,1201;1,0407;1,048
3,2350;-0,0040;0,1161;1,0167;1,023
3,2700;-0,0000;0,1241;1,0327;1,040
3,2710;-0,0040;0,1241;1,0647;1,072
3,2720;-0,0000;0,1161;1,0527;1,059
3,2790;-0,0080;0,1201;1,0647;1,072
3,2850;-0,0080;0,1241;1,0567;1,064
3,2950;-0,0000;0,1201;1,0647;1,071
3,3070;0,0080;0,1241;1,0447;1,052
3,3150;-0,0000;0,1121;1,0327;1,039
3,3250;0,0040;0,1081;1,0487;1,054
3,3350;-0,0080;0,1161;1,0607;1,067
3,3550;0,0080;0,1121;1,0687;1,075
3,3560;0,0080;0,1241;1,0607;1,068
3,3650;-0,0000;0,1201;1,0647;1,071
3,3750;0,0120;0,1121;1,0487;1,055
3,3850;0,0040;0,1041;1,0567;1,062
3,3950;0,0080;0,1161;1,0567;1,063
3,4060;0,0080;0,1161;1,0487;1,055
3,4150;0,0080;0,1081;1,0447;1,050
3,4260;0,0080;0,1121;1,0527;1,059
3,4350;0,0080;0,1161;1,0527;1,059
3,4640;-0,0000;0,1121;1,0567;1,063
3,4690;-0,0040;0,1121;1,0607;1,067
3,4880;0,0040;0,1201;1,0647;1,071
3,4890;0,0040;0,1201;1,0607;1,068
3,4910;0,0040;0,1161;1,0487;1,055
3,4970;-0,0000;0,1161;1,0567;1,063
3,5100;0,0080;0,1161;1,0607;1,067
3,5150;0,0120;0,1161;1,0687;1,075
3,5250;0,0120;0,1121;1,0567;1,063
3,5350;0,0080;0,1241;1,0447;1,052
3,5450;0,0080;0,1241;1,0407;1,048
3,5660;0,0120;0,1241;1,0567;1,064
3,5670;-0,0000;0,1201;1,0567;1,064
3,5810;0,0040;0,1241;1,0567;1,064
3,5850;0,0040;0,1201;1,0567;1,064
3,5950;0,0080;0,1121;1,0487;1,055
3,6060;0,0080;0,1201;1,0447;1,052
3,6150;-0,0000;0,1241;1,0447;1,052
3,6250;-0,0000;0,1201;1,0487;1,056
3,6350;0,0080;0,1081;1,0567;1,062
3,6450;-0,0000;0,1121;1,0487;1,055
3,6740;-0,0080;0,1121;1,0607;1,067
3,6760;-0,0000;0,1081;1,0607;1,066
3,6770;-0,0000;0,1041;1,0487;1,054
3,6850;-0,0040;0,1241;1,0607;1,068
3,6950;-0,0000;0,1201;1,0567;1,064
3,7060;-0,0000;0,1161;1,0647;1,071
3,7150;-0,0080;0,1121;1,0687;1,075
