time;x;y;z;gforce
2,5410;0,0040;0,3282;1,0167;1,068
2,5420;0,0080;0,3322;1,0207;1,073
2,5510;0,0080;0,3282;1,0047;1,057
2,5600;-0,0040;0,3202;1,0087;1,058
2,5700;0,0040;0,3322;1,0007;1,054
2,5810;0,0080;0,3242;0,9927;1,044
2,5900;0,0080;0,3282;1,0047;1,057
2,6010;0,0080;0,3282;1,0167;1,068
2,6100;0,0080;0,3162;1,0087;1,057
2,6370;-0,0000;0,3242;1,0047;1,056
2,6390;0,0040;0,3202;1,0207;1,070
2,6410;-0,0000;0,3282;1,0127;1,065
2,6580;0,0040;0,3322;1,0087;1,062
2,6770;-0,0040;0,3322;0,9967;1,051
2,6820;0,0040;0,3202;0,9927;1,043
2,6830;0,0040;0,3242;1,0207;1,071
2,6910;0,0080;0,3202;1,0087;1,058
2,7260;0,0080;0,3242;1,0007;1,052
2,7270;0,0080;0,3202;0,9967;1,047
2,7280;-0,0000;0,3282;1,0007;1,053
2,7460;0,0040;0,3202;1,0047;1,054
2,7480;0,0040;0,3322;1,0047;1,058
2,7510;0,0040;0,3202;1,0047;1,054
2,7600;-0,0040;0,3202;1,0127;1,062
2,7700;-0,0000;0,3202;1,0127;1,062
2,7810;-0,0000;0,3242;1,0127;1,063
2,7900;-0,0080;0,3242;1,0087;1,060
2,8000;-0,0040;0,3282;1,0047;1,057
2,8100;0,0080;0,3282;1,0007;1,053
2,8260;-0,0000;0,3282;0,9967;1,049
2,8530;0,0080;0,3122;0,9887;1,037
2,8550;0,0040;0,3122;0,9967;1,044
2,8560;0,0080;0,3202;1,0007;1,051
2,8600;0,0080;0,3282;0,9927;1,046
2,8700;-0,0000;0,3242;1,0047;1,056
2,8820;0,0080;0,3282;1,0087;1,061
2,9000;0,0080;0,3242;1,0127;1,063
2,9100;0,0040;0,3242;1,0207;1,071
2,9300;-0,0000;0,3242;1,0007;1,052
2,9320;-0,0040;0,3242;1,0167;1,067
2,9540;-0,0040;0,3322;1,0127;1,066
2,9550;0,0080;0,3242;1,0047;1,056
2,9600;-0,0000;0,3242;1,0127;1,063
2,9700;-0,0080;0,3282;1,0007;1,053
2,9830;-0,0000;0,3242;1,0087;1,060
2,9900;-0,0000;0,3242;0,9967;1,048
3,0000;-0,0040;0,3202;0,9967;1,047
3,0100;-0,0000;0,3162;0,9927;1,042
3,0260;-0,0080;0,3242;1,0127;1,063
3,0400;0,0040;0,3362;1,0087;1,063
3,0410;-0,0040;0,3242;1,0207;1,071
3,0590;-0,0040;0,3282;1,0167;1,068
3,0600;-0,0040;0,3322;1,0047;1,058
3,0710;-0,0040;0,3282;1,0127;1,065
3,0840;-0,0080;0,3322;1,0287;1,081
3,0900;-0,0000;0,3322;1,0127;1,066
3,1000;-0,0040;0,3362;1,0207;1,075
3,1100;-0,0040;0,3322;1,0207;1,073
3,1300;-0,0040;0,3322;1,0167;1,070
3,1320;-0,0000;0,3282;1,0167;1,068
3,1400;-0,0040;0,3282;1,0127;1,065
3,1570;-0,0040;0,3242;1,0087;1,060
3,1600;-0,0000;0,3202;1,0007;1,051
3,1720;0,0040;0,3202;1,0127;1,062
3,1810;-0,0040;0,3162;1,0207;1,069
3,1900;-0,0000;0,3242;1,0167;1,067
3,2220;0,0040;0,3202;1,0167;1,066
3,2240;0,0040;0,3362;1,0167;1,071
3,2240;-0,0000;0,3242;1,0047;1,056
3,2360;0,0040;0,3042;1,0007;1,046
3,2400;-0,0120;0,3162;0,9807;1,030
3,2520;-0,0040;0,3122;0,9887;1,037
3,2710;-0,0000;0,3122;1,0207;1,067
3,2840;-0,0080;0,3202;1,0167;1,066
3,2900;-0,0080;0,3122;1,0327;1,079
3,3000;-0,0000;0,3162;0,9927;1,042
3,3100;-0,0000;0,3242;0,9887;1,040
3,3460;-0,0080;0,3242;0,9967;1,048
3,3480;0,0040;0,3242;1,0087;1,060
3,3530;0,0080;0,3282;1,0367;1,087
3,3550;-0,0000;0,3242;1,0367;1,086
3,3700;0,0040;0,3162;1,0127;1,061
3,3830;0,0080;0,3202;1,0207;1,070
3,3900;-0,0000;0,3162;1,0167;1,065
3,4000;0,0040;0,3242;1,0047;1,056
3,4100;0,0040;0,3202;1,0087;1,058
3,4460;0,0160;0,3242;1,0047;1,056
3,4470;0,0160;0,3162;1,0047;1,053
3,4530;0,0200;0,3122;1,0087;1,056
3,4540;0,0120;0,3042;1,0127;1,057
3,4610;0,0160;0,3002;1,0087;1,053
3,4700;0,0120;0,3082;1,0047;1,051
3,4840;0,0120;0,3202;1,0127;1,062
3,4900;0,0080;0,3162;1,0047;1,053
3,5000;0,0120;0,3202;1,0087;1,058
3,5100;0,0120;0,3122;0,9967;1,045
3,5340;0,0200;0,3082;1,0047;1,051
3,5400;0,0120;0,3122;1,0007;1,048
3,5510;0,0040;0,3082;1,0007;1,047
3,5610;0,0080;0,3122;1,0087;1,056
3,5710;0,0120;0,3162;1,0047;1,053
3,5820;0,0080;0,3122;1,0087;1,056
3,5900;0,0040;0,3042;1,0047;1,050
3,6180;0,0160;0,3002;1,0047;1,049
3,6210;0,0080;0,3082;1,0167;1,062
3,6220;0,0080;0,3122;1,0087;1,056
3,6420;0,0080;0,3042;1,0047;1,050
3,6430;0,0040;0,3162;0,9967;1,046
3,6560;-0,0000;0,3202;0,9927;1,043
3,6600;-0,0000;0,3202;0,9967;1,047
3,6700;-0,0000;0,3202;0,9847;1,035
3,6820;0,0040;0,3122;0,9887;1,037
3,6900;-0,0000;0,3162;0,9927;1,042
3,7270;-0,0000;0,3202;1,0087;1,058
3,7280;0,0040;0,3162;1,0247;1,072
3,7380;0,0080;0,3202;1,0207;1,070
3,7390;0,0040;0,3122;1,0327;1,079
3,7400;0,0080;0,3082;1,0367;1,082
3,7640;0,0160;0,3122;1,0287;1,075
3,7660;0,0120;0,3042;1,0247;1,069
3,7770;0,0080;0,3242;1,0207;1,071
3,7910;0,0160;0,3122;1,0087;1,056
3,7930;0,0080;0,3082;1,0127;1,059
3,8010;0,0160;0,3082;1,0207;1,066
3,8100;0,0080;0,3082;1,0207;1,066
3,8460;0,0040;0,3162;1,0247;1,072
3,8480;0,0080;0,3162;1,0207;1,069
3,8530;0,0080;0,3242;1,0167;1,067
3,8540;0,0160;0,3122;1,0167;1,064
3,8630;0,0120;0,3042;1,0127;1,057
3,8700;0,0120;0,3082;1,0207;1,066
3,8810;0,0160;0,3162;1,0127;1,061
3,8900;0,0120;0,3122;1,0087;1,056
3,9010;0,0120;0,3202;1,0287;1,077
3,9100;0,0160;0,3202;1,0047;1,055
3,9270;0,0160;0,3282;1,0247;1,076
3,9350;0,0280;0,3202;1,0247;1,074
3,9570;0,0280;0,3202;1,0167;1,066
3,9580;0,0240;0,3242;1,0207;1,071
3,9600;0,0160;0,3202;1,0207;1,070
3,9700;0,0200;0,3122;1,0207;1,068
3,9830;0,0240;0,3082;1,0087;1,055
3,9900;0,0160;0,3042;1,0167;1,061
4,0000;0,0240;0,3042;1,0007;1,046
4,0100;0,0160;0,3162;0,9887;1,038
4,0340;0,0160;0,3122;0,9767;1,025
4,0400;0,0120;0,3082;0,9767;1,024
